BestFit,AvgFit,WorstFit,Repetitions,ChildImproved,ChildWorsened
0.07504621144552993,0.02094238350654437,0.0003048860136994458,5.2,54.6,44.4
0.07504621144552993,0.025076532128094332,0.00035895241886851935,8.7,49.0,50.0
0.08068701273524927,0.02774061698100236,0.0003008130926164271,10.2,51.1,47.9
0.08438619922282098,0.0313464007394777,0.00044404137090544,10.2,46.4,52.6
0.08683990570067462,0.03227051045724931,0.00036932950395830434,12.1,49.0,50.0
0.09164471273356217,0.035282355600319185,0.0003181961637715229,10.7,47.5,51.5
0.09178762164382065,0.03785529007482743,0.000552370395831289,9.7,47.1,51.9
0.09178762164382065,0.040109549195691444,0.00046506156793141003,11.6,46.0,53.0
0.10127715988855857,0.041206958245028694,0.0004774646702221643,10.0,50.2,48.8
0.10283598901554987,0.044324841032072196,0.0007390035449481058,12.5,50.3,48.7
0.10418951650535795,0.047882486342886284,0.00048100616526013356,14.3,46.8,52.2
0.10776954949128714,0.04929130100145413,0.0006250141673212294,13.1,49.4,49.6
0.10812973596278705,0.05179376844337084,0.0010885031633394906,12.8,47.8,51.2
0.10812973596278705,0.054184042870439056,0.00039890410952293163,13.3,44.1,54.9
0.11077063406630723,0.054591591721366,0.0005070717700988105,11.4,45.6,53.4
0.11077063406630723,0.05625628981586779,0.0002991414113383961,10.6,44.5,54.5
0.11435946710399099,0.05863427035543867,0.00046789454277202595,13.3,41.0,58.0
0.12210259381491609,0.0573178917237816,0.0005607862736744435,13.4,44.8,54.2
0.12681129582275097,0.05928343653425701,0.0003111857609949837,13.0,43.7,55.3
0.1275774854390047,0.061728532406223,0.0005358122731884002,13.6,43.9,55.1
0.1275774854390047,0.06200138418173125,0.0011581085828983157,11.9,43.9,55.1
0.1327790865976666,0.06363412701088329,0.0011889140916770112,10.6,42.2,56.8
0.13382963323188957,0.06503709123467652,0.0006675436103606932,11.0,45.4,53.6
0.13382963323188957,0.06851598173289927,0.000529851041220071,11.3,44.3,54.7
0.1410264269404043,0.07025478940349984,0.0006323766721869461,12.3,45.5,53.5
0.1410264269404043,0.07240748400781229,0.0010631883350631633,11.3,42.4,56.6
0.14194554644398813,0.07287929229910714,0.0013904491729409356,9.3,46.1,52.9
0.14194554644398813,0.07600176518238903,0.0009218010215599601,12.0,43.4,55.6
0.14194554644398813,0.07800057922255367,0.0008581069727920901,11.6,46.2,52.8
0.1437176432311952,0.08104329368266308,0.0008779740766877073,11.8,40.5,58.5
0.1437176432311952,0.07949946266479066,0.00030891288731349373,9.6,41.9,57.1
0.1437176432311952,0.08143790166090828,0.0020356520496111643,9.8,41.2,57.8
0.1437176432311952,0.08302982340201082,0.0005417134152977401,10.4,42.1,56.9
0.14386396629714832,0.08223094353227872,0.0010873138392760884,7.6,43.4,55.6
0.14755709212899598,0.08371372491642076,0.0027145497044814915,9.5,43.8,55.2
0.14755709212899598,0.08378072112907678,0.0005295797807733158,8.5,44.3,54.7
0.15380630479787494,0.08535649659250329,0.004003549724622064,9.1,42.8,56.2
0.15554560329573847,0.08270570527830898,0.0003633131549926078,8.0,47.7,51.3
0.1581732865580491,0.0859224413039412,0.0014264857789162476,8.4,45.4,53.6
0.1581732865580491,0.08930473012176451,0.0006038673279988182,9.1,41.2,57.8
0.1581732865580491,0.08862463757739314,0.0005212657893663,8.1,42.7,56.3
0.1581732865580491,0.09134287143255726,0.00159521443348113,8.0,43.0,56.0
0.16309045510765674,0.09015721043995331,0.0016382462689905099,8.3,43.1,55.9
0.16309045510765674,0.09119382146838996,0.00141229819682343,7.6,42.4,56.6
0.16309045510765674,0.09084857287090148,0.0036551993766518963,10.3,41.1,57.9
0.16309045510765674,0.09003045518514499,0.00052608532545919,7.4,44.9,54.1
0.16851943871637023,0.09037133976600505,0.0005094033434896574,7.9,42.7,56.3
0.171913915440605,0.08930329071909424,0.00058690285143966,7.2,43.1,55.9
0.17368601222781205,0.09084337688831295,0.0007011487017926474,7.7,42.9,56.1
0.17368601222781205,0.09413165721638489,0.00146745442912979,8.5,41.2,57.8
0.17368601222781205,0.0940601945655662,0.00131480677278889,7.6,41.9,57.1
0.17368601222781205,0.0950850464714278,0.0013897684708809475,8.2,44.8,54.2
0.17538157634285184,0.09742681525961189,0.00053901650688193,8.8,42.6,56.4
0.17538157634285184,0.09772688823891823,0.0006724836328951474,8.8,41.1,57.9
0.17538157634285184,0.09572095934836278,0.00223323519055621,6.0,43.0,56.0
0.17649273822432782,0.09760453517027454,0.00319462253798301,7.5,42.4,56.6
0.17649273822432782,0.09621389058151683,0.0025246927271927603,8.4,43.6,55.4
0.17818601278013896,0.09779244862102458,0.00280045261333918,8.6,41.9,57.1
0.17989078783987306,0.09506680514782964,0.0005569056915681602,8.0,44.1,54.9
0.17989078783987306,0.09707515503329671,0.0013615698398128525,8.1,44.7,54.3
0.18334626260593823,0.09878568244679578,0.0022179620909627664,8.3,43.7,55.3
0.18490967312148043,0.09832409196967276,0.0012446362274858248,6.1,43.5,55.5
0.18490967312148043,0.09818875281678681,0.0006128397565647699,7.7,43.2,55.8
0.18498822134489726,0.09513882665537977,0.002554987241386638,7.9,44.0,55.0
0.18498822134489726,0.09310141577606348,0.0021248940454075015,8.3,46.4,52.6
0.18721501569283355,0.09359391372470756,0.00089874189400155,7.4,47.3,51.7
0.18721501569283355,0.0985500283818962,0.0004369744366474218,9.0,46.2,52.8
0.18721501569283355,0.09988594951884057,0.0012747217859167958,7.7,45.4,53.6
0.18721501569283355,0.10110067297162992,0.00152122268046439,9.7,48.5,50.5
0.18721501569283355,0.10706634077711293,0.0016213567037185537,10.0,43.9,55.1
0.1888297420252279,0.10667119648549535,0.00415558447790562,7.4,43.4,55.6
0.1888297420252279,0.1059261065837404,0.0023492754966823303,7.8,42.9,56.1
0.1888297420252279,0.10843959418714741,0.00115176679129507,9.0,44.4,54.6
0.1888297420252279,0.10990805655147076,0.0009024138708417189,9.0,43.8,55.2
0.1888297420252279,0.11047187235158078,0.0012413451607049362,8.6,43.6,55.4
0.19053094419365152,0.10947555982046031,0.0010247151907715837,7.1,43.8,55.2
0.19053094419365152,0.10823341529656613,0.00145709253618668,7.9,43.3,55.7
0.19222421874946266,0.1061871207797584,0.00046862879381348615,6.9,42.9,56.1
0.19222421874946266,0.10560346367303182,0.00063808769779537,7.8,44.9,54.1
0.19222421874946266,0.10520192343130823,0.00036765003084492033,8.5,46.6,52.4
0.19222421874946266,0.10896575684364855,0.0009600611803922346,7.0,42.5,56.5
0.19222421874946266,0.10797033105147218,0.002145693722242996,7.7,46.2,52.8
0.19396351724732613,0.10945645679285243,0.00119258339549745,8.9,43.5,55.5
0.19401181861871739,0.10842481920419658,0.0008819635705843,7.5,43.5,55.5
0.19401181861871739,0.10897142894332752,0.001276096157170371,8.9,43.9,55.1
0.19401181861871739,0.10939873425893058,0.0025026585696979256,8.9,44.8,54.2
0.19401181861871739,0.11084711347957069,0.00237775406562633,7.6,45.2,53.8
0.19401181861871739,0.11139765550368871,0.00048087728575367994,9.1,45.8,53.2
0.19401181861871739,0.1109700755516884,0.0020521170562018505,9.7,45.2,53.8
0.19401181861871739,0.11404621715374152,0.0018097305533398857,8.5,44.4,54.6
0.19572799488691905,0.10876155490011157,0.002080954028122466,10.4,45.1,53.9
0.19572799488691905,0.11044043413733615,0.00031365960015851597,9.7,43.0,56.0
0.19854246434106965,0.10900150218732815,0.0036353161704063205,8.1,44.4,54.6
0.19854246434106965,0.10895540586561539,0.0011683960300060818,8.2,43.9,55.1
0.19854246434106965,0.1117962783961463,0.0007834569101017059,8.1,43.8,55.2
0.19854246434106965,0.1103685723264463,0.0004175236887391594,7.5,43.3,55.7
0.19854246434106965,0.11025729948017449,0.0020829839578505533,7.5,43.8,55.2
0.19854246434106965,0.11059237468077432,0.0006119526590339293,8.0,44.4,54.6
0.19854246434106965,0.11331032776250645,0.0004375483905609016,8.8,41.8,57.2
0.20023405469344366,0.11224846149281406,0.0006791397249666371,7.2,42.9,56.1
