# {'seed': 775241, 'leaf_prob': 0.1, 'swap_terminal_prob': 0.4, 'swap_operator_prob': 0.4, 'crossover_prob': 0.5, 'population_size': 100, 'tournament_size': 2, 'elitism_size': 1, 'max_generations': 30, 'max_depth': 7, 'verbose': True, 'dataset': <Datasets.BREAST_CANCER: 'breast_cancer_coimbra'>}
Generation,BestFit,AvgFit,WorstFit,Repetitions,ChildImproved,ChildWorsened
G0,0.07190575805002825,0.018698764329038095,0.00020485392158005666,7,53,46
G1,0.07190575805002825,0.021895077267686833,4.09297286671355e-05,3,53,46
G2,0.07190575805002825,0.024131304039600173,0.00031796836904549107,2,42,57
G3,0.107704829007651,0.024770178291021114,5.514778287443675e-06,2,56,43
G4,0.107704829007651,0.028806259287524342,0.00048318135702285925,5,40,60
G5,0.107704829007651,0.030403941864200444,0.00048318135702285925,4,40,60
G6,0.107704829007651,0.03029006320274871,0.00048318135702285925,1,44,55
G7,0.107704829007651,0.03401807647678221,0.00048318135702285925,2,40,59
G8,0.107704829007651,0.033610235611318096,0.00048318135702285925,1,46,54
G9,0.107704829007651,0.033295577412668836,1.356957979045803e-05,0,48,52
G10,0.107704829007651,0.03464262228422441,0.00020485392158005666,0,47,52
G11,0.11914944604218713,0.039351577736034635,0.00048318135702285925,2,43,56
G12,0.11914944604218713,0.037209211612467354,1.356957979045803e-05,0,46,53
G13,0.11914944604218713,0.036034068686125485,0.011544991417753454,0,44,56
G14,0.11914944604218713,0.038150892289131426,0.00048318135702285925,2,43,56
G15,0.11914944604218713,0.03855338148169488,0.00048318135702285925,2,45,54
G16,0.11914944604218713,0.04020466906289513,0.00031796836904549107,1,46,53
G17,0.11914944604218713,0.03977102830530464,0.00048318135702285925,0,56,44
G18,0.11914944604218713,0.04343391769534557,0.00048318135702285925,1,51,48
G19,0.11914944604218713,0.043925016764423584,0.00048318135702285925,0,35,64
G20,0.11914944604218713,0.0401235700933517,0.00031796836904549107,0,60,39
G21,0.11914944604218713,0.04809804883726465,0.00031796836904549107,0,47,52
G22,0.11914944604218713,0.04943176552245235,4.09297286671355e-05,2,48,51
G23,0.11914944604218713,0.04751473368041657,0.00048318135702285925,2,45,54
G24,0.11914944604218713,0.04632202756973609,0.003156664805838329,2,42,58
G25,0.11914944604218713,0.04339167680359122,1.356957979045803e-05,2,53,46
G26,0.11914944604218713,0.045670101388073654,0.0012940641521512217,2,50,49
G27,0.11914944604218713,0.04800896127051227,0.001430278356734179,0,54,45
G28,0.11914944604218713,0.04978854900790762,4.09297286671355e-05,0,49,50
G29,0.11914944604218713,0.04916981302568452,0.00048318135702285925,1,52,47
T,0.2308851707288921,0,0,0,0,0
# --- 9.262497663497925 seconds ---
