# {'seed': 505478, 'leaf_prob': 0.1, 'swap_terminal_prob': 0.4, 'swap_operator_prob': 0.4, 'crossover_prob': 0.5, 'population_size': 30, 'tournament_size': 2, 'elitism_size': 1, 'max_generations': 100, 'max_depth': 7, 'verbose': True, 'dataset': <Datasets.BREAST_CANCER: 'breast_cancer_coimbra'>}
Generation,BestFit,AvgFit,WorstFit,Repetitions,ChildImproved,ChildWorsened
G0,0.05921276605688419,0.021090854977941133,0.00031796836904549107,1,17,12
G1,0.07190575805002825,0.023536199889797375,0.00020485392158005666,1,9,20
G2,0.07190575805002825,0.021651021968341937,0.00048318135702285925,3,14,15
G3,0.07190575805002825,0.021406568887490388,0.00048318135702285925,2,12,17
G4,0.07190575805002825,0.0258418950062105,0.007749803551499678,3,12,17
G5,0.07190575805002825,0.026057853528383645,0.0009036810677518624,1,11,18
G6,0.07190575805002825,0.026745097615400656,0.0035719888987270068,3,13,17
G7,0.07190575805002825,0.026178013594204276,0.0009036810677518624,1,16,13
G8,0.07190575805002825,0.026007949213338318,0.0009036810677518624,2,12,17
G9,0.07190575805002825,0.028594318992625798,0.0035719888987270068,2,14,15
G10,0.07190575805002825,0.033577729466403285,0.0017472033477151472,7,19,11
G11,0.07190575805002825,0.04432262031763231,0.005301518880280824,15,12,17
G12,0.07190575805002825,0.044901951619776205,0.005301518880280824,18,15,15
G13,0.07190575805002825,0.046940792143761435,0.00048318135702285925,17,19,10
G14,0.07190575805002825,0.05367323385846132,0.0035719888987270068,21,13,17
G15,0.07190575805002825,0.051718343214179494,0.005301518880280824,20,15,14
G16,0.08687012205069386,0.055570837988257175,0.005301518880280824,20,15,15
G17,0.08687012205069386,0.05777014641681682,0.005301518880280824,21,12,17
G18,0.08687012205069386,0.0560092634035738,0.0035719888987270068,23,11,18
G19,0.08687012205069386,0.05981813047625094,0.0035719888987270068,23,10,19
G20,0.08687012205069386,0.05177654058675787,0.00048318135702285925,20,8,21
G21,0.08687012205069386,0.038412011487627094,0.00048318135702285925,19,14,15
G22,0.08687012205069386,0.035822472427981235,0.00048318135702285925,17,15,15
G23,0.08687012205069386,0.04539047823208003,0.005301518880280824,20,13,16
G24,0.08687012205069386,0.053502572465704085,0.00048318135702285925,20,10,20
G25,0.08687012205069386,0.04900521834343195,0.0035719888987270068,19,8,21
