Generation,BestFit,AvgFit,WorstFit
G0,0.08415475742128092,0.021077168517824454,1.356957979045803e-05
G1,0.08415475742128092,0.018149081221949172,0.00031796836904549107
G2,0.08687012205069386,0.021742717033253832,0.00048318135702285925
G3,0.08687012205069386,0.02094585812834103,0.00048318135702285925
G4,0.08687012205069386,0.022069999973404534,0.00048318135702285925
G5,0.08687012205069386,0.02147460852444305,0.00018744445845371883
G6,0.14152234824124107,0.01999699724037489,0.00018744445845371883
G7,0.14152234824124107,0.02245876222506921,0.00048318135702285925
G8,0.14152234824124107,0.020054142916807068,1.356957979045803e-05
G9,0.14152234824124107,0.0198228489435208,1.356957979045803e-05
G10,0.14152234824124107,0.022700242518892255,0.00048318135702285925
G11,0.14152234824124107,0.023232463679472112,0.00048318135702285925
G12,0.14152234824124107,0.020106250574750392,0.00048318135702285925
G13,0.14152234824124107,0.020414287922306963,4.09297286671355e-05
G14,0.14152234824124107,0.018535229456485565,1.356957979045803e-05
G15,0.14152234824124107,0.023026654238453848,4.09297286671355e-05
G16,0.14152234824124107,0.02289339535343398,0.00048318135702285925
G17,0.14152234824124107,0.020994945424233323,0.00048318135702285925
G18,0.14152234824124107,0.022582889970924263,0.00031796836904549107
G19,0.14152234824124107,0.020402352081109854,1.356957979045803e-05
G20,0.14152234824124107,0.024212750841498515,0.00048318135702285925
G21,0.14152234824124107,0.02176324168557864,1.356957979045803e-05
G22,0.14152234824124107,0.021664430332248404,0.00048318135702285925
G23,0.14152234824124107,0.024189417265038534,0.00048318135702285925
G24,0.14152234824124107,0.021555698438498503,0.00048318135702285925
G25,0.14152234824124107,0.019693418484194203,0.00048318135702285925
G26,0.14152234824124107,0.01795052265118373,0.00048318135702285925
G27,0.14152234824124107,0.02014468976328657,1.356957979045803e-05
G28,0.14152234824124107,0.019752733061171722,1.356957979045803e-05
G29,0.14152234824124107,0.0211911377519886,1.356957979045803e-05
G30,0.14152234824124107,0.020083517781773905,4.09297286671355e-05
G31,0.14152234824124107,0.024957986377466285,0.00048318135702285925
G32,0.14152234824124107,0.021765880991597483,0.00031796836904549107
G33,0.14152234824124107,0.021273188602881382,1.356957979045803e-05
G34,0.14152234824124107,0.02234200893894457,0.00048318135702285925
G35,0.14152234824124107,0.020601397778389794,0.00048318135702285925
G36,0.14152234824124107,0.019178172315813275,1.356957979045803e-05
G37,0.14152234824124107,0.021765176332871623,7.827902127537426e-05
G38,0.14152234824124107,0.021582197413416337,0.00031796836904549107
G39,0.14152234824124107,0.021639231295656754,0.00018744445845371883
G40,0.14152234824124107,0.020511808880200388,0.00031796836904549107
G41,0.14152234824124107,0.021057723885421452,1.356957979045803e-05
G42,0.14152234824124107,0.02057899896542351,4.09297286671355e-05
G43,0.14152234824124107,0.021752899701001457,0.00048318135702285925
G44,0.14152234824124107,0.02335112232877957,0.00031796836904549107
G45,0.14152234824124107,0.02155808778650749,0.00048318135702285925
G46,0.14152234824124107,0.020502481548957965,1.356957979045803e-05
G47,0.14152234824124107,0.018644806194246813,0.00020485392158005666
G48,0.14152234824124107,0.02083889993860958,1.356957979045803e-05
G49,0.14152234824124107,0.024008850457406177,0.00048318135702285925
G50,0.14152234824124107,0.021704566863034295,1.356957979045803e-05
G51,0.14152234824124107,0.018974583486868472,0.00048318135702285925
G52,0.14152234824124107,0.020100860897755354,0.00048318135702285925
G53,0.14152234824124107,0.018669965199569042,0.00031796836904549107
G54,0.14152234824124107,0.01932004951675584,0.00048318135702285925
G55,0.14152234824124107,0.021271695720652874,0.00048318135702285925
G56,0.14152234824124107,0.019411885256027682,5.514778287443675e-06
G57,0.14152234824124107,0.02260287865616701,0.00031796836904549107
G58,0.14152234824124107,0.022571395894818016,0.00031796836904549107
G59,0.14152234824124107,0.021720460016439992,0.00031796836904549107
G60,0.14152234824124107,0.020207116616359166,0.00048318135702285925
G61,0.14152234824124107,0.020886348711614613,0.00031796836904549107
G62,0.14152234824124107,0.020098229719378313,0.00048318135702285925
G63,0.14152234824124107,0.02188691215522183,0.00048318135702285925
G64,0.14152234824124107,0.02001307894280048,0.00031796836904549107
G65,0.14152234824124107,0.0192533922770946,0.00048318135702285925
G66,0.14152234824124107,0.019289697344646597,0.00031796836904549107
G67,0.14152234824124107,0.02266506536684717,0.00031796836904549107
G68,0.14152234824124107,0.02222263221454569,0.00031796836904549107
G69,0.14152234824124107,0.02069829859552246,0.00048318135702285925
G70,0.14152234824124107,0.022453903708973818,1.356957979045803e-05
G71,0.14152234824124107,0.02225178600992802,0.00031796836904549107
G72,0.14152234824124107,0.020770500065348342,1.356957979045803e-05
G73,0.14152234824124107,0.021253608960659167,0.00031796836904549107
G74,0.14152234824124107,0.02081996161003546,0.00031796836904549107
G75,0.14152234824124107,0.022274451688368623,0.00031796836904549107
G76,0.14152234824124107,0.02259913248761633,1.356957979045803e-05
G77,0.14152234824124107,0.021020845706907036,0.00048318135702285925
G78,0.14152234824124107,0.020989164245878326,0.00048318135702285925
G79,0.14152234824124107,0.02423402693961376,0.00021625346711387603
G80,0.14152234824124107,0.02272055451276815,0.00031796836904549107
G81,0.14152234824124107,0.021207953006796544,0.00042158729847655317
G82,0.14152234824124107,0.02247376138630712,0.00048318135702285925
G83,0.14152234824124107,0.022262564027080812,0.00048318135702285925
G84,0.14152234824124107,0.01868094506768636,0.00048318135702285925
G85,0.14152234824124107,0.019055885946820512,1.356957979045803e-05
G86,0.14152234824124107,0.020828415180241235,1.356957979045803e-05
G87,0.14152234824124107,0.02180132378501341,1.356957979045803e-05
G88,0.14152234824124107,0.023789239950958052,0.00048318135702285925
G89,0.14152234824124107,0.019848984612169992,0.00031796836904549107
G90,0.14152234824124107,0.02196497927686978,0.00031796836904549107
G91,0.14152234824124107,0.02186402633357701,0.00031796836904549107
G92,0.14152234824124107,0.022700123162682218,0.00048318135702285925
G93,0.14152234824124107,0.020131795065734214,0.00031796836904549107
G94,0.14358385195719997,0.023302444396686304,1.113148687615448e-05
G95,0.14358385195719997,0.023061609977973553,4.09297286671355e-05
G96,0.14358385195719997,0.0216064861595099,0.00031796836904549107
G97,0.14358385195719997,0.021662047242093276,1.356957979045803e-05
G98,0.14358385195719997,0.019931048228936498,9.599463642517377e-05
G99,0.14358385195719997,0.02340647300580997,0.00031796836904549107
T,0.08170416594551018
