Generation,BestFit,AvgFit,WorstFit
G0,0.08687012205069386,0.019101567000352385,1.356957979045803e-05
G1,0.08687012205069386,0.02072953767918354,5.514778287443675e-06
G2,0.08687012205069386,0.020829501560590543,0.00048318135702285925
G3,0.08687012205069386,0.017882379719271924,1.356957979045803e-05
G4,0.08687012205069386,0.021142520914964703,0.00048318135702285925
G5,0.08687012205069386,0.01956864484361553,1.356957979045803e-05
G6,0.08687012205069386,0.01905090889905629,0.00031796836904549107
G7,0.10563401786440331,0.023432846950293507,0.00048318135702285925
G8,0.10563401786440331,0.020111655417404516,0.00031796836904549107
G9,0.10563401786440331,0.01930807008157999,0.00020485392158005666
G10,0.10563401786440331,0.02304292213940814,0.00031796836904549107
G11,0.10563401786440331,0.021803796981034122,0.00048318135702285925
G12,0.10563401786440331,0.024459158084838846,0.00020485392158005666
G13,0.10563401786440331,0.020527438434693533,0.00048318135702285925
G14,0.10563401786440331,0.021448555444395202,0.00018744445845371883
G15,0.10563401786440331,0.024008514127409168,0.00031796836904549107
G16,0.12380138036917034,0.022968677131763048,0.00042158729847655317
G17,0.12380138036917034,0.02085616968179195,0.00031796836904549107
G18,0.12380138036917034,0.02089131374088065,0.00031796836904549107
G19,0.12380138036917034,0.023462818981832514,1.356957979045803e-05
G20,0.12380138036917034,0.02320024703911727,0.00048318135702285925
G21,0.12380138036917034,0.021466332777291836,1.356957979045803e-05
G22,0.12380138036917034,0.02316428167411016,0.00031796836904549107
G23,0.12380138036917034,0.02171654390409558,1.356957979045803e-05
G24,0.12380138036917034,0.021019842003072546,4.09297286671355e-05
G25,0.12380138036917034,0.020094489217899327,1.356957979045803e-05
G26,0.12380138036917034,0.018073425835592544,4.09297286671355e-05
G27,0.12380138036917034,0.0195530415408802,0.00048318135702285925
G28,0.12380138036917034,0.02378728909854988,4.09297286671355e-05
G29,0.12380138036917034,0.021697212739207935,2.5383490428103392e-05
G30,0.12380138036917034,0.022802846885108294,0.00048318135702285925
G31,0.12380138036917034,0.022823361648280468,0.00031796836904549107
G32,0.12380138036917034,0.021033623788951267,1.356957979045803e-05
G33,0.12380138036917034,0.02180006830016674,0.00048318135702285925
G34,0.12380138036917034,0.020207092647349056,1.356957979045803e-05
G35,0.12380138036917034,0.021445650439725038,0.00031796836904549107
G36,0.12380138036917034,0.022792652287615792,0.00048318135702285925
G37,0.12380138036917034,0.019247095927064486,1.356957979045803e-05
G38,0.12380138036917034,0.02105841233053789,0.00031796836904549107
G39,0.12380138036917034,0.022003892268612643,0.0001675454098696106
G40,0.12380138036917034,0.018688276108872387,7.827902127537426e-05
G41,0.12380138036917034,0.02193189325156819,4.09297286671355e-05
G42,0.12380138036917034,0.020317862714731114,0.00048318135702285925
G43,0.12380138036917034,0.024338455683850627,1.356957979045803e-05
G44,0.12380138036917034,0.02137087839039648,5.514778287443675e-06
G45,0.12380138036917034,0.0237656519650391,0.00048318135702285925
G46,0.12380138036917034,0.0206762809061065,0.00048318135702285925
G47,0.12380138036917034,0.021580446913537808,1.356957979045803e-05
G48,0.12380138036917034,0.02364718167776522,0.00031796836904549107
G49,0.12380138036917034,0.02020597976246059,0.00048318135702285925
G50,0.12380138036917034,0.02318661351611811,0.00048318135702285925
G51,0.12380138036917034,0.021904199442839195,0.00048318135702285925
G52,0.12380138036917034,0.022297560482395493,1.356957979045803e-05
G53,0.12380138036917034,0.02156782362333161,0.00031796836904549107
G54,0.12380138036917034,0.020799556852330613,0.00043746016120260685
G55,0.12380138036917034,0.02120235134421898,1.356957979045803e-05
G56,0.12380138036917034,0.020910928247066297,0.00020485392158005666
G57,0.12380138036917034,0.02011782369739452,1.356957979045803e-05
G58,0.12380138036917034,0.021137715492310125,4.09297286671355e-05
G59,0.12380138036917034,0.020336830480852622,0.00048318135702285925
G60,0.12380138036917034,0.0219053883715204,0.00048318135702285925
G61,0.12380138036917034,0.020843645720035876,4.09297286671355e-05
G62,0.12380138036917034,0.02159080441082835,0.00048318135702285925
G63,0.12380138036917034,0.019004080618339806,1.356957979045803e-05
G64,0.12380138036917034,0.021976419858585436,0.00031796836904549107
G65,0.12380138036917034,0.021196482699736747,1.356957979045803e-05
G66,0.12380138036917034,0.02056214719164902,0.00048318135702285925
G67,0.12380138036917034,0.019502447637145072,4.09297286671355e-05
G68,0.12380138036917034,0.019458345791599604,0.00031796836904549107
G69,0.12380138036917034,0.020693139344746404,1.356957979045803e-05
G70,0.12380138036917034,0.024518053010578703,0.00048318135702285925
G71,0.12380138036917034,0.022210581600483663,1.356957979045803e-05
G72,0.12380138036917034,0.018386170278867665,4.09297286671355e-05
G73,0.12380138036917034,0.02070176145299747,0.00048318135702285925
G74,0.12380138036917034,0.022270526690214135,0.00048318135702285925
G75,0.12380138036917034,0.021504949614577627,0.00048318135702285925
G76,0.12380138036917034,0.01990650323727263,0.00048318135702285925
G77,0.12380138036917034,0.023895490129857287,0.00048318135702285925
G78,0.12380138036917034,0.018258049228328133,0.00048318135702285925
G79,0.12380138036917034,0.021636697803510244,0.00031796836904549107
G80,0.12380138036917034,0.02073691907625887,1.356957979045803e-05
G81,0.12380138036917034,0.019351859114571462,0.00048318135702285925
G82,0.12380138036917034,0.02306705269341383,0.00048318135702285925
G83,0.14152234824124107,0.022886854666986277,0.00048318135702285925
G84,0.14152234824124107,0.023009489725557195,0.00020485392158005666
G85,0.14152234824124107,0.02033668001923859,0.00020485392158005666
G86,0.14152234824124107,0.020887838156945473,0.00048318135702285925
G87,0.14152234824124107,0.01919123351220967,0.00031796836904549107
G88,0.14152234824124107,0.018031827537504114,1.356957979045803e-05
G89,0.14152234824124107,0.02135930862686077,0.00031796836904549107
G90,0.14152234824124107,0.022435864829955743,0.00021625346711387603
G91,0.14152234824124107,0.019646836693463395,0.00048318135702285925
G92,0.14152234824124107,0.01979282189673233,0.00048318135702285925
G93,0.14152234824124107,0.022825962594283225,4.09297286671355e-05
G94,0.14152234824124107,0.019607670716823254,0.00031796836904549107
G95,0.14152234824124107,0.022139524302887948,0.00048318135702285925
G96,0.14152234824124107,0.019561131694262986,1.356957979045803e-05
G97,0.14152234824124107,0.019439562739334882,0.00031796836904549107
G98,0.14152234824124107,0.02039478603187545,0.00031796836904549107
G99,0.14152234824124107,0.020756225996909728,0.00031796836904549107
T,0.06876466356517148
