Generation,BestFit,AvgFit,WorstFit
G0,0.07190575805002825,0.021523501790393907,0.00048318135702285925
G1,0.08415475742128092,0.023362267658292083,0.00031796836904549107
G2,0.08415475742128092,0.018935024739298204,0.00048318135702285925
G3,0.08415475742128092,0.02135059952663605,7.827902127537426e-05
G4,0.08415475742128092,0.022319926714288413,1.356957979045803e-05
G5,0.08415475742128092,0.018212169371852452,1.356957979045803e-05
G6,0.08415475742128092,0.019978401626807966,2.5383490428103392e-05
G7,0.08415475742128092,0.02185749138391496,1.356957979045803e-05
G8,0.08415475742128092,0.021081672909620958,1.356957979045803e-05
G9,0.10563401786440331,0.024993536840815383,0.00048318135702285925
G10,0.10563401786440331,0.02171233189476328,4.09297286671355e-05
G11,0.10563401786440331,0.022364964590611533,0.00048318135702285925
G12,0.10563401786440331,0.020875105040009768,1.356957979045803e-05
G13,0.10563401786440331,0.019284167339543034,0.00031796836904549107
G14,0.10563401786440331,0.02166069934050733,1.356957979045803e-05
G15,0.10563401786440331,0.02157146474186427,7.827902127537426e-05
G16,0.10563401786440331,0.01911163293827901,4.09297286671355e-05
G17,0.14152234824124107,0.021239077962808592,0.00031796836904549107
G18,0.14152234824124107,0.019425755321211234,0.00048318135702285925
G19,0.14152234824124107,0.01918238234748641,0.0001675454098696106
G20,0.14152234824124107,0.020903305113353875,0.00048318135702285925
G21,0.14152234824124107,0.020112053080406492,0.00048318135702285925
G22,0.14152234824124107,0.021593899936950996,0.00048318135702285925
G23,0.14152234824124107,0.019174671738658777,1.356957979045803e-05
G24,0.14152234824124107,0.02055236260395326,0.00018744445845371883
G25,0.14152234824124107,0.01996253313958825,2.5383490428103392e-05
G26,0.14152234824124107,0.020813114030596606,0.00031796836904549107
G27,0.14152234824124107,0.01953990740528091,0.00048318135702285925
G28,0.14152234824124107,0.02146114632628712,1.356957979045803e-05
G29,0.14152234824124107,0.021363007075716735,0.00031796836904549107
G30,0.14152234824124107,0.0217295175410417,1.356957979045803e-05
G31,0.14152234824124107,0.021247072502408492,0.00031796836904549107
G32,0.14152234824124107,0.023111391966798758,0.00048318135702285925
G33,0.14152234824124107,0.021821647075321856,1.356957979045803e-05
G34,0.14152234824124107,0.022540970508521743,0.00048318135702285925
G35,0.14152234824124107,0.020646249886172367,0.00031796836904549107
G36,0.14152234824124107,0.022084926049043684,0.00031796836904549107
G37,0.14152234824124107,0.02394552096075428,0.00048318135702285925
G38,0.14152234824124107,0.021865239945837053,0.00031796836904549107
G39,0.14152234824124107,0.02154804441250531,0.00031796836904549107
G40,0.14152234824124107,0.023921417699194935,0.00048318135702285925
G41,0.14152234824124107,0.020995899065329657,0.00031796836904549107
G42,0.14152234824124107,0.02244525461190907,0.00048318135702285925
G43,0.14152234824124107,0.02441604067025849,0.00048318135702285925
G44,0.14152234824124107,0.02149441737786295,0.00020485392158005666
G45,0.14152234824124107,0.021364455381438593,1.356957979045803e-05
G46,0.14152234824124107,0.022702805752014013,0.00048318135702285925
G47,0.14152234824124107,0.02027849241627347,1.356957979045803e-05
G48,0.14152234824124107,0.0211123560279037,1.356957979045803e-05
G49,0.14152234824124107,0.023038202440048873,0.00048318135702285925
G50,0.14152234824124107,0.020003225445634452,0.00048318135702285925
G51,0.14152234824124107,0.02124376383503802,5.514778287443675e-06
G52,0.14152234824124107,0.021862229820156297,0.00048318135702285925
G53,0.14152234824124107,0.022069749012560473,0.00048318135702285925
G54,0.14152234824124107,0.020600891463381652,0.00031796836904549107
G55,0.14152234824124107,0.02268100218279366,0.00048318135702285925
G56,0.14152234824124107,0.022524058235977175,0.00031796836904549107
G57,0.14152234824124107,0.02127545078373757,0.00031796836904549107
G58,0.14152234824124107,0.022896916269217398,0.00048318135702285925
G59,0.14152234824124107,0.021225831376238305,0.0001675454098696106
G60,0.14152234824124107,0.02304660952017442,0.00031796836904549107
G61,0.14152234824124107,0.022719866481859814,0.00048318135702285925
G62,0.14152234824124107,0.020767746740691918,7.827902127537426e-05
G63,0.14152234824124107,0.021634728323990576,0.00048318135702285925
G64,0.14152234824124107,0.020254176615753315,0.00048318135702285925
G65,0.14152234824124107,0.023257209125282154,0.00031796836904549107
G66,0.14152234824124107,0.02074783131391926,4.09297286671355e-05
G67,0.14152234824124107,0.020133986199124494,1.356957979045803e-05
G68,0.14152234824124107,0.023079096918052527,0.00048318135702285925
G69,0.14152234824124107,0.020361462754266486,0.00031796836904549107
G70,0.14152234824124107,0.021240274465929954,0.00048318135702285925
G71,0.14152234824124107,0.021559738719501696,0.00048318135702285925
G72,0.14152234824124107,0.021517019801948666,0.00048318135702285925
G73,0.14152234824124107,0.021633198865230532,0.00031796836904549107
G74,0.14152234824124107,0.020388794110218843,0.00031796836904549107
G75,0.14152234824124107,0.02029218962307018,0.00031796836904549107
