Generation,BestFit,AvgFit,WorstFit
G0,0.07190575805002825,0.02089462682890362,0.00048318135702285925
G1,0.07190575805002825,0.020969445100382407,0.00031796836904549107
G2,0.07190575805002825,0.02288749054309164,1.356957979045803e-05
G3,0.07190575805002825,0.020312581290552308,0.00031796836904549107
G4,0.07190575805002825,0.02129975464092011,0.00031796836904549107
G5,0.07190575805002825,0.020675739115207478,0.00031796836904549107
G6,0.07190575805002825,0.020633717540976017,0.00048318135702285925
G7,0.10563401786440331,0.021303990101051284,0.00048318135702285925
G8,0.10563401786440331,0.020138128737725133,0.00031796836904549107
G9,0.10563401786440331,0.02144176432703859,0.00031796836904549107
G10,0.10563401786440331,0.018801074474839006,0.00048318135702285925
G11,0.10563401786440331,0.020105408943378266,0.00031796836904549107
G12,0.10563401786440331,0.018464258352941337,0.00048318135702285925
G13,0.10563401786440331,0.022254698959018458,0.00031796836904549107
G14,0.10563401786440331,0.01942913160797966,0.00048318135702285925
G15,0.10563401786440331,0.01957369831511183,0.00018744445845371883
G16,0.10563401786440331,0.018847643827638542,1.356957979045803e-05
G17,0.10563401786440331,0.02091303572155985,0.00031796836904549107
G18,0.10563401786440331,0.02284370052427036,0.00048318135702285925
G19,0.10563401786440331,0.019462900748321826,0.0001300266442531566
G20,0.10563401786440331,0.021128658045856997,0.00031796836904549107
G21,0.10563401786440331,0.022382684139854468,4.09297286671355e-05
G22,0.10563401786440331,0.02030360694165323,0.00048318135702285925
G23,0.12380138036917034,0.0221758074296158,1.356957979045803e-05
G24,0.12380138036917034,0.01914121890775453,0.00042158729847655317
G25,0.12380138036917034,0.021498834769321636,0.000332706018194225
G26,0.12380138036917034,0.0235838989957854,0.00031796836904549107
G27,0.12380138036917034,0.0199036312486758,0.00048318135702285925
G28,0.12380138036917034,0.020580279231417725,0.00031796836904549107
G29,0.12380138036917034,0.0182705777466649,0.00020485392158005666
G30,0.12380138036917034,0.019994362401647373,1.356957979045803e-05
G31,0.12380138036917034,0.022462181985053963,0.00020485392158005666
G32,0.12380138036917034,0.01916072289088787,1.356957979045803e-05
G33,0.12380138036917034,0.021277031666163862,0.00048318135702285925
G34,0.12380138036917034,0.020039583251304602,0.00031796836904549107
G35,0.12380138036917034,0.0193038080791974,2.5383490428103392e-05
G36,0.12380138036917034,0.02150155984433353,0.00048318135702285925
G37,0.14152234824124107,0.019286711986941586,0.00031796836904549107
G38,0.14152234824124107,0.019111441951395705,0.00048318135702285925
G39,0.14152234824124107,0.020188863500823304,0.00048318135702285925
G40,0.14152234824124107,0.019835828633211837,0.00031796836904549107
G41,0.14152234824124107,0.022302077344135515,1.356957979045803e-05
G42,0.14152234824124107,0.02159624092058475,0.0001300266442531566
G43,0.14152234824124107,0.021126205699269606,1.356957979045803e-05
G44,0.14152234824124107,0.022792653780149514,1.356957979045803e-05
G45,0.14152234824124107,0.02179075642371237,0.00048318135702285925
G46,0.14152234824124107,0.021573424971052867,0.00031796836904549107
G47,0.14152234824124107,0.021283800864090752,0.00031796836904549107
G48,0.14152234824124107,0.022192037663119196,0.00031796836904549107
G49,0.14152234824124107,0.020100477327467347,0.00048318135702285925
G50,0.14152234824124107,0.02103014021870933,1.356957979045803e-05
G51,0.14152234824124107,0.022362720178606604,1.356957979045803e-05
G52,0.14152234824124107,0.02092457138857997,7.827902127537426e-05
G53,0.14152234824124107,0.019581818215880512,0.00031796836904549107
G54,0.14152234824124107,0.019357685441890267,0.00048318135702285925
G55,0.14152234824124107,0.02172515865375103,4.09297286671355e-05
G56,0.14152234824124107,0.02300397891664999,4.09297286671355e-05
G57,0.14152234824124107,0.02025141093638645,0.00021625346711387603
G58,0.14152234824124107,0.0212569591707869,0.00048318135702285925
G59,0.14152234824124107,0.022873208797399947,0.00031796836904549107
G60,0.14152234824124107,0.02182691665263736,0.00031796836904549107
G61,0.14152234824124107,0.022693518025568685,0.00031796836904549107
G62,0.14152234824124107,0.02340998319324824,1.356957979045803e-05
G63,0.14152234824124107,0.022099964820082092,0.00031796836904549107
G64,0.14152234824124107,0.020044072113728616,0.00031796836904549107
G65,0.1638964857340963,0.021935572300162874,1.356957979045803e-05
G66,0.1638964857340963,0.023818297176419864,0.00048318135702285925
G67,0.1638964857340963,0.019960176447495523,2.5383490428103392e-05
G68,0.1638964857340963,0.021617892224029905,0.00048318135702285925
G69,0.1638964857340963,0.025340236353912762,1.356957979045803e-05
G70,0.1638964857340963,0.01993193560870085,0.00031796836904549107
G71,0.1638964857340963,0.0195785412799787,0.00031796836904549107
G72,0.1638964857340963,0.021822686691439035,2.5383490428103392e-05
G73,0.1638964857340963,0.02129668007900617,0.00048318135702285925
G74,0.1638964857340963,0.02099838134012254,0.00048318135702285925
G75,0.1638964857340963,0.02197154671224396,0.00031796836904549107
G76,0.1638964857340963,0.02048811412976561,0.00031796836904549107
G77,0.1638964857340963,0.019593180755981904,0.00048318135702285925
G78,0.1638964857340963,0.022040092395927607,4.09297286671355e-05
G79,0.1638964857340963,0.01974155472301333,0.00048318135702285925
G80,0.1638964857340963,0.022117950598453937,0.00048318135702285925
G81,0.1638964857340963,0.017691451904873378,0.00031796836904549107
G82,0.1638964857340963,0.022815598007016612,0.00048318135702285925
G83,0.1638964857340963,0.020947357294922385,0.00048318135702285925
G84,0.1638964857340963,0.020190009877478435,1.356957979045803e-05
G85,0.1638964857340963,0.019714724458976048,5.514778287443675e-06
G86,0.1638964857340963,0.02078033306751832,0.00020485392158005666
G87,0.1638964857340963,0.02214026071808449,0.00020485392158005666
G88,0.1638964857340963,0.021653178299879366,0.00048318135702285925
G89,0.1638964857340963,0.022234084128592384,1.356957979045803e-05
G90,0.1638964857340963,0.01975874942941925,9.599463642517377e-05
G91,0.1638964857340963,0.020431629648758585,0.00031796836904549107
G92,0.1638964857340963,0.019714120359524433,4.09297286671355e-05
G93,0.1638964857340963,0.021361725023402806,7.827902127537426e-05
G94,0.1638964857340963,0.02077278612049114,0.00048318135702285925
G95,0.1638964857340963,0.02421917431334549,0.00048318135702285925
G96,0.1638964857340963,0.020722575293114845,0.00031796836904549107
G97,0.1638964857340963,0.02181285297964427,1.2040300767436537e-05
G98,0.1638964857340963,0.02237668425133857,0.00048318135702285925
G99,0.1638964857340963,0.02310008492029078,4.09297286671355e-05
T,0.12562537992157202
