# {'seed': 492104, 'leaf_prob': 0.2, 'mutation_prob': 0.3, 'swap_terminal_prob': 0.5, 'swap_operator_prob': 0.5, 'crossover_prob': 0.9, 'population_size': 100, 'tournament_size': 2, 'elitism_size': 1, 'max_generations': 100, 'max_depth': 7, 'verbose': True, 'dataset': <Datasets.BREAST_CANCER: 'breast_cancer_coimbra'>}
Generation,BestFit,AvgFit,WorstFit,Repetitions,ChildImproved,ChildWorsened
G0,0.07190575805002825,0.020097189534575944,0.00031796836904549107,10,57,42
G1,0.08014600380985888,0.025087662417208726,0.00031796836904549107,5,48,51
G2,0.08415475742128092,0.027680839498082036,0.0004419740788065926,2,50,49
G3,0.12380138036917034,0.029735126577481893,0.00042158729847655317,1,41,58
G4,0.12380138036917034,0.027848729814534928,0.00048318135702285925,4,50,49
G5,0.12380138036917034,0.02738626598943203,0.00031796836904549107,1,51,48
G6,0.12380138036917034,0.029864973101289775,0.00048318135702285925,2,49,50
G7,0.12380138036917034,0.032966314758745445,0.00048318135702285925,1,45,54
G8,0.158915333219876,0.034656665058788,0.00031796836904549107,1,54,45
G9,0.158915333219876,0.041780978354886075,1.356957979045803e-05,2,49,50
G10,0.158915333219876,0.044406988546988525,0.00048318135702285925,2,36,63
G11,0.158915333219876,0.04236902727434816,0.00048318135702285925,1,53,46
G12,0.158915333219876,0.04520850834705515,1.356957979045803e-05,6,48,51
G13,0.158915333219876,0.04549579776277048,0.00048318135702285925,1,41,58
G14,0.158915333219876,0.041562039972324945,0.00031796836904549107,0,52,47
G15,0.158915333219876,0.04955779134281954,0.00048318135702285925,4,46,53
G16,0.17607709590189274,0.04878115169969595,0.00048318135702285925,2,45,54
G17,0.17607709590189274,0.05415806567797353,0.00031796836904549107,1,43,56
G18,0.17607709590189274,0.05578988336354331,0.00048318135702285925,2,49,50
G19,0.17607709590189274,0.05934856562782167,0.00048318135702285925,2,48,51
G20,0.17607709590189274,0.05900617781163276,0.00048318135702285925,3,43,56
G21,0.17607709590189274,0.05411725176303023,0.00048318135702285925,0,43,56
G22,0.17607709590189274,0.050766414753386106,0.00031796836904549107,1,42,57
G23,0.17607709590189274,0.05270704571496562,1.356957979045803e-05,3,43,56
G24,0.17607709590189274,0.051911292374496494,1.356957979045803e-05,0,39,60
G25,0.17607709590189274,0.051865326142166816,0.00031796836904549107,0,45,54
G26,0.17607709590189274,0.05345232974076422,0.00048318135702285925,3,40,59
G27,0.17607709590189274,0.052042341693295996,0.00031796836904549107,1,53,46
G28,0.17607709590189274,0.05834828827463515,0.00048318135702285925,1,51,48
G29,0.17607709590189274,0.06403755021805516,1.356957979045803e-05,1,49,50
G30,0.17607709590189274,0.07271236894373098,1.356957979045803e-05,2,43,56
G31,0.17607709590189274,0.073072559161304,1.356957979045803e-05,2,51,48
G32,0.1930891175861288,0.08238452764547397,0.00048318135702285925,1,40,59
G33,0.1930891175861288,0.07296295613286842,4.09297286671355e-05,2,45,54
G34,0.1930891175861288,0.07952122159042753,1.356957979045803e-05,1,47,52
G35,0.1930891175861288,0.07934482205918378,1.356957979045803e-05,2,54,45
G36,0.1930891175861288,0.08846694877693634,0.00020485392158005666,0,43,56
G37,0.1930891175861288,0.08186332329945775,0.00031796836904549107,0,54,45
G38,0.1930891175861288,0.09058089456746002,0.00048318135702285925,1,52,47
G39,0.1930891175861288,0.09782911069813247,0.00031796836904549107,1,50,49
G40,0.2100218631442403,0.1061444846734872,0.0009036810677518624,0,55,44
G41,0.2100218631442403,0.11349121218443198,0.00031796836904549107,2,51,48
G42,0.2100218631442403,0.11796849812853305,0.00031796836904549107,0,51,48
G43,0.2100218631442403,0.11058830851692594,0.00020485392158005666,0,54,45
G44,0.2100218631442403,0.1134956940519443,0.00048318135702285925,2,53,46
G45,0.2100218631442403,0.10757158480291437,4.09297286671355e-05,2,51,48
G46,0.2100218631442403,0.11392444305406535,1.356957979045803e-05,1,47,52
G47,0.2100218631442403,0.11784540706708732,4.09297286671355e-05,1,49,50
G48,0.2100218631442403,0.12551999003550393,1.356957979045803e-05,2,51,48
G49,0.2100218631442403,0.12493212461949604,0.00048318135702285925,1,48,51
G50,0.2100218631442403,0.1173114383159202,0.00048318135702285925,0,48,51
G51,0.2100218631442403,0.1202395851776187,4.09297286671355e-05,2,50,49
G52,0.2100218631442403,0.12044925147465263,0.00048318135702285925,1,48,51
G53,0.2100218631442403,0.11464226881704496,0.00048318135702285925,0,44,55
G54,0.2100218631442403,0.11488634244720533,0.00048318135702285925,3,47,52
G55,0.2100218631442403,0.10933612137243523,0.00048318135702285925,3,49,50
G56,0.2100218631442403,0.11266829841762735,0.00048318135702285925,2,51,48
G57,0.2100218631442403,0.11722998714614442,0.00043746016120260685,2,46,53
G58,0.2100218631442403,0.11671318300751722,0.00031796836904549107,2,48,51
